log10_Lx,p(I|Lx)
41.51666666666667,-0.49473684210526314
41.53333333333333,-0.49473684210526314
41.54999999999999,-0.49473684210526314
41.56666666666667,-0.49473684210526314
41.583333333333336,-0.49473684210526314
41.6,-0.49473684210526314
41.61666666666667,-0.49473684210526314
41.63333333333333,-0.49473684210526314
41.650000000000006,-0.49473684210526314
41.666666666666664,-0.49473684210526314
41.67777777777778,-0.49473684210526314
41.694444444444436,-0.4947368421052632
41.71111111111111,-0.49473684210526314
41.72777777777778,-0.49473684210526314
41.74444444444445,-0.49473684210526314
41.7611111111111,-0.49473684210526314
41.77777777777778,-0.49473684210526314
41.79444444444445,-0.49473684210526314
41.81111111111111,-0.49473684210526314
41.82222222222222,-0.49473684210526314
41.83888888888888,-0.49473684210526314
41.855555555555554,-0.49473684210526314
41.87222222222223,-0.4947368421052632
41.888888888888886,-0.49473684210526314
41.905555555555544,-0.4947368421052632
41.922222222222224,-0.49473684210526314
41.93888888888889,-0.49473684210526314
41.955555555555556,-0.49473684210526314
41.96666666666667,-0.49473684210526314
41.98333333333333,-0.4947368421052632
42.0,-0.49473684210526314
42.01666666666667,-0.49473684210526314
42.03333333333333,-0.49473684210526314
42.04999999999999,-0.49473684210526314
42.06666666666667,-0.49473684210526314
42.083333333333336,-0.49473684210526314
42.1,-0.49473684210526314
42.111111111111114,-0.49473684210526314
42.12777777777777,-0.4947368421052632
42.144444444444446,-0.49473684210526314
42.161111111111104,-0.49473684210526314
42.17777777777778,-0.49473684210526314
42.194444444444436,-0.4947368421052632
42.21111111111111,-0.49473684210526314
42.22777777777778,-0.4947368421052632
42.24444444444445,-0.49473684210526314
42.2611111111111,-0.4947368421052632
42.27777777777778,-0.49473684210526314
42.28888888888889,-0.49473684210526314
42.30555555555555,-0.4947368421052632
42.32222222222222,-0.49473684210526314
42.33888888888888,-0.49473684210526314
42.355555555555554,-0.49473684210526314
42.37222222222223,-0.49473684210526314
42.388888888888886,-0.49473684210526314
42.405555555555544,-0.49473684210526314
42.422222222222224,-0.49473684210526314
42.43333333333333,-0.49473684210526314
42.449999999999996,-0.4947368421052632
42.46666666666667,-0.49473684210526314
42.48333333333333,-0.49473684210526314
42.5,-0.49473684210526314
42.51666666666667,-0.49473684210526314
42.53333333333333,-0.49473684210526314
42.54999999999999,-0.49473684210526314
42.56666666666667,-0.49473684210526314
42.577777777777776,-0.49473684210526314
42.59444444444444,-0.49473684210526314
42.611111111111114,-0.49473684210526314
42.62777777777777,-0.49473684210526314
42.644444444444446,-0.49473684210526314
42.661111111111104,-0.49473684210526314
42.67777777777778,-0.49473684210526314
42.694444444444436,-0.4947368421052632
42.71111111111111,-0.49473684210526314
42.72222222222222,-0.49473684210526314
42.738888888888894,-0.4921052631578947
42.75555555555555,-0.4921052631578947
42.771428571428565,-0.49097744360902246
42.78888888888889,-0.4894736842105263
42.80555555555555,-0.4894736842105263
42.82222222222222,-0.4894736842105263
42.83888888888889,-0.48684210526315785
42.855555555555554,-0.4842105263157894
42.87222222222223,-0.4842105263157894
42.888888888888886,-0.481578947368421
42.9,-0.481578947368421
42.91746031746032,-0.47744360902255634
42.93333333333333,-0.47631578947368414
42.95079365079365,-0.4721804511278195
42.96666666666667,-0.4684210526315789
42.982539682539674,-0.4646616541353384
43.0,-0.46052631578947373
43.016666666666666,-0.4552631578947369
43.03333333333333,-0.45000000000000007
43.044444444444444,-0.4447368421052632
43.061728395061735,-0.4380116959064328
43.077777777777776,-0.43157894736842106
43.0949494949495,-0.4220095693779904
43.111111111111114,-0.41052631578947363
43.12777777777777,-0.39999999999999997
43.144444444444446,-0.3894736842105263
43.16111111111111,-0.37631578947368427
43.17777777777777,-0.3631578947368421
43.18888888888889,-0.35
43.205555555555556,-0.33421052631578946
43.22222222222222,-0.3157894736842105
43.2391812865497,-0.29833795013850417
43.255555555555546,-0.2763157894736842
43.27222222222224,-0.2552631578947368
43.28888888888889,-0.22894736842105265
43.30577777777778,-0.20357894736842105
43.322222222222216,-0.1763157894736842
43.333333333333336,-0.15789473684210525
43.35000000000001,-0.12894736842105264
43.36666666666667,-0.09736842105263158
43.38333333333334,-0.06315789473684211
43.4,-0.028947368421052624
43.41649831649831,0.0062200956937799
43.43333333333333,0.04210526315789474
43.44999999999999,0.08157894736842106
43.46666666666667,0.11842105263157895
43.48333333333332,0.15789473684210525
43.5,0.19736842105263158
43.511111111111106,0.2263157894736842
43.527627627627616,0.26671408250355616
43.54444444444445,0.3078947368421053
43.5611111111111,0.34736842105263155
43.577777777777776,0.38684210526315793
43.594285714285704,0.42721804511278194
43.611111111111114,0.46842105263157896
43.62777777777778,0.5052631578947367
43.644444444444446,0.5421052631578948
43.65555555555556,0.5657894736842105
43.67240143369173,0.60169779286927
43.68888888888888,0.6368421052631579
43.70536398467435,0.6667876588021779
43.722222222222214,0.6973684210526316
43.738888888888894,0.7263157894736842
43.75555555555555,0.755263157894737
43.77222222222222,0.7789473684210527
43.78888888888889,0.8026315789473684
43.8,0.8184210526315789
43.81695906432748,0.8385041551246538
43.833333333333336,0.8578947368421053
43.849673202614376,0.8746130030959752
43.86666666666667,0.8894736842105263
43.88333333333334,0.9052631578947369
43.89999999999999,0.9157894736842105
43.916666666666664,0.9289473684210526
43.93333333333334,0.9394736842105263
43.94444444444445,0.9447368421052632
43.9604938271605,0.9538011695906433
43.977777777777774,0.9605263157894737
43.99444444444445,0.9657894736842104
44.01111111111111,0.9710526315789474
44.02777777777778,0.9763157894736842
44.044444444444444,0.9815789473684211
44.06031746031746,0.9827067669172932
44.077777777777776,0.9868421052631577
44.09444444444444,0.9894736842105263
44.111111111111114,0.9921052631578948
44.12222222222222,0.9921052631578946
44.13888888888889,0.994736842105263
44.15555555555556,0.994736842105263
44.17301587301587,0.9962406015037593
44.18888888888889,0.9973684210526315
44.205555555555556,0.9973684210526316
44.22222222222222,0.9973684210526316
44.23888888888889,1.0
44.25555555555555,1.0
44.26666666666667,1.0
44.28333333333334,1.0
44.29999999999999,1.0
44.31666666666666,1.0
44.333333333333336,1.0
44.35,1.0
44.36666666666667,1.0
44.383333333333326,1.0
44.4,1.0
44.41111111111112,1.0
44.427777777777784,1.0
44.444444444444436,1.0
44.46111111111111,1.0
44.47777777777778,1.0
44.49444444444445,1.0
44.51111111111111,1.0
44.52777777777777,1.0
44.544444444444444,1.0
44.555555555555564,1.0
44.57222222222222,1.0
44.58888888888888,1.0
44.605555555555554,1.0
44.62222222222223,1.0
44.63888888888889,1.0
44.65555555555556,1.0
44.67222222222222,1.0
44.68888888888889,1.0
44.70000000000001,1.0
